#hmm_acc	iso_type	hmm_name	hmm_com_name	hmm_len	trusted_cutoff	noise_cutoff	trusted_cutoff2	noise_cutoff2
PF06510	PFAM	DUF1102	Protein of unknown function (DUF1102)	270	26.10	3.30	26.10	3.30
PF06511	PFAM	IpaD	Invasion plasmid antigen IpaD	348	181.70	-8.20	181.70	-8.20
PF06512	PFAM	Na_trans_assoc	Sodium ion transport-associated	278	-86.30	-92.90	-86.30	-92.90
PF06513	PFAM	DUF1103	Repeat of unknown function (DUF1103)	30	30.30	24.30	10.40	19.00
PF06514	PFAM	PsbU	Photosystem II 12 kDa extrinsic protein (PsbU)	142	27.30	-52.00	27.30	-52.00
PF06515	PFAM	BDV_P10	Borna disease virus P10 protein	87	112.50	-3.80	112.50	-3.80
PF06516	PFAM	NUP	Purine nucleoside permease (NUP)	333	128.70	-226.80	128.70	-226.80
PF06517	PFAM	Orthopox_A43R	Orthopoxvirus A43R protein	204	463.80	-41.30	463.80	-41.30
PF06518	PFAM	DUF1104	Protein of unknown function (DUF1104)	141	55.30	-31.30	55.30	-31.30
PF06519	PFAM	TolA	TolA protein	448	-65.60	-65.70	-65.60	-65.70
PF06520	PFAM	DUF1105	Protein of unknown function (DUF1105)	194	-46.70	-49.20	-46.70	-49.20
PF06521	PFAM	PAR1	PAR1 protein	196	467.00	-112.90	467.00	-112.90
PF06522	PFAM	B12D	B12D protein	88	76.10	7.20	76.10	7.20
PF06523	PFAM	DUF1106	Protein of unknown function (DUF1106)	91	231.70	-5.90	231.70	-5.90
PF06524	PFAM	NOA36	NOA36 protein	320	568.40	-63.60	568.40	-63.60
PF06525	PFAM	SoxE	Sulfocyanin (SoxE)	233	140.30	-30.40	140.30	-30.40
PF06526	PFAM	DUF1107	Protein of unknown function (DUF1107)	68	40.90	-9.70	40.90	-9.70
PF06527	PFAM	TniQ	TniQ	405	62.90	-76.90	62.90	-76.90
PF06528	PFAM_equivalog	Phage_P2_GpE	phage tail protein, P2 GpE family	39	28.70	17.60	28.70	17.60
PF06529	PFAM	Vert_IL3-reg_TF	Vertebrate interleukin-3 regulated transcription factor	333	63.20	-101.90	63.20	-101.90
PF06530	PFAM	Phage_antitermQ	phage antitermination protein Q	138	78.60	-34.10	78.60	-34.10
PF06531	PFAM	DUF1108	Protein of unknown function (DUF1108)	86	195.10	-10.30	195.10	-10.30
PF06532	PFAM	DUF1109	Protein of unknown function (DUF1109)	213	68.00	-11.60	68.00	-11.60
PF06533	PFAM	DUF1110	Protein of unknown function (DUF1110)	196	59.80	1.80	59.80	1.80
PF06534	PFAM	RGM_C	Repulsive guidance molecule (RGM) C-terminus	221	171.10	-45.30	171.10	-45.30
PF06535	PFAM	RGM_N	Repulsive guidance molecule (RGM) N-terminus	224	144.90	-29.70	144.90	-29.70
PF06536	PFAM	Av_adeno_fibre	Avian adenovirus fibre	98	160.40	-20.10	160.40	-20.10
PF06537	PFAM	DUF1111	Protein of unknown function (DUF1111)	466	86.50	-21.10	86.50	-21.10
PF06538	PFAM	Orthopox_C5L	Orthopoxvirus C5L protein	200	231.10	-32.00	231.10	-32.00
PF06539	PFAM	DUF1112	Protein of unknown function (DUF1112)	238	163.10	-19.40	163.10	-19.40
PF06540	PFAM	GMAP	galanin message associated peptide (GMAP)	63	46.90	2.10	46.90	2.10
PF06541	PFAM	DUF1113	Protein of unknown function (DUF1113)	254	78.60	22.30	78.60	22.30
PF06542	PFAM	DUF1114	Protein of unknown function (DUF1114)	474	-108.40	-194.70	-108.40	-194.70
PF06543	PFAM	Lac_bphage_repr	Lactococcus bacteriophage repressor	57	88.10	23.60	88.10	23.60
PF06544	PFAM	DUF1115	Protein of unknown function (DUF1115)	154	25.00	1.10	25.00	1.10
PF06545	PFAM	DUF1116	Protein of unknown function (DUF1116)	414	25.10	20.60	25.10	20.60
PF06546	PFAM	Vert_HS_TF	Vertebrate heat shock transcription factor	357	-75.40	-103.20	-75.40	-103.20
PF06547	PFAM	DUF1117	Protein of unknown function (DUF1117)	140	62.90	-45.40	62.90	-45.40
PF06548	PFAM	Kinesin-related	Kinesin-related	687	482.00	-301.80	482.00	-301.80
PF06549	PFAM	DUF1118	Protein of unknown function (DUF1118)	195	29.00	21.80	29.00	21.80
PF06550	PFAM	DUF1119	Protein of unknown function (DUF1119)	298	145.70	-108.90	145.70	-108.90
PF06551	PFAM	DUF1120	Protein of unknown function (DUF1120)	257	72.20	8.40	72.20	8.40
PF06552	PFAM	TOM20_plant	Plant specific mitochondrial import receptor subunit TOM20	203	48.10	-13.20	48.10	-13.20
PF06553	PFAM	BNIP3	BNIP3	218	30.60	-15.50	30.60	-15.50
PF06554	PFAM	Olfactory_mark	Olfactory marker protein	152	73.10	-58.50	73.10	-58.50
PF06555	PFAM	DUF1121	Protein of unknown function (DUF1121)	218	81.30	22.20	81.30	22.20
PF06556	PFAM	ASFV_p27	IAP-like protein p27 C-terminus	131	392.90	-18.80	392.90	-18.80
PF06557	PFAM	DUF1122	Protein of unknown function (DUF1122)	182	99.10	-28.80	99.10	-28.80
PF06558	PFAM_equivalog	SecM	secretion monitor precursor protein	159	109.00	-40.20	109.00	-40.20
PF06559	PFAM	DCD	2'-deoxycytidine 5'-triphosphate deaminase (DCD)	368	547.40	-198.80	547.40	-198.80
PF06560	PFAM	GPI	glucose-6-phosphate isomerase (GPI)	190	43.60	-3.00	43.60	-3.00
PF06561	PFAM	DUF1123	Protein of unknown function (DUF1123)	143	25.00	19.20	25.00	19.20
PF06562	PFAM	DUF1124	Putative ribose 5-phosphate isomerase (DUF1124)	212	133.90	-77.80	133.90	-77.80
PF06563	PFAM	DUF1125	Protein of unknown function (DUF1125)	55	145.80	4.70	145.80	4.70
PF06564	PFAM	YhjQ	YhjQ protein	185	19.60	-12.50	19.60	-12.50
PF06565	PFAM	DUF1126	Repeat of unknown function (DUF1126)	37	36.90	24.60	6.00	24.60
PF06566	domain	Chon_Sulph_att	Chondroitin sulphate attachment domain	312	150.30	-114.80	150.30	-114.80
PF06567	PFAM	Neural_ProG_Cyt	Neural chondroitin sulphate proteoglycan cytoplasmic domain	120	33.90	-8.20	33.90	-8.20
PF06568	PFAM	DUF1127	Domain of unknown function (DUF1127)	40	21.00	20.60	21.00	20.60
PF06569	PFAM	DUF1128	Protein of unknown function (DUF1128)	71	63.70	-6.40	63.70	-6.40
PF06570	PFAM	DUF1129	Protein of unknown function (DUF1129)	223	29.80	11.40	29.80	11.40
PF06571	PFAM	DUF1130	Protein of unknown function (DUF1130)	151	28.80	24.60	28.80	24.60
PF06572	PFAM	DUF1131	Protein of unknown function (DUF1131)	191	246.90	-15.30	246.90	-15.30
PF06573	PFAM	Churchill	Churchill protein	112	144.80	-16.00	144.80	-16.00
PF06574	PFAM_equivalog_domain	FAD_syn	Riboflavin kinase (Flavokinase)	162	-54.50	-56.00	-54.50	-56.00
PF06575	PFAM	DUF1132	Protein of unknown function (DUF1132)	103	107.70	-22.50	107.70	-22.50
PF06576	PFAM	DUF1133	Protein of unknown function (DUF1133)	176	85.90	-38.50	85.90	-38.50
PF06577	PFAM	DUF1134	Protein of unknown function (DUF1134)	161	210.50	-55.80	210.50	-55.80
PF06578	PFAM_equivalog	YscK	YOP proteins translocation protein K (YscK)	220	247.80	-54.50	247.80	-54.50
PF06579	PFAM	Ly-6_related	Caenorhabditis elegans ly-6-related protein	148	103.10	-31.00	103.10	-31.00
PF06580	PFAM	His_kinase	histidine kinase	83	36.90	22.90	36.90	22.90
PF06581	PFAM	DUF1135	Protein of unknown function (DUF1135)	267	632.30	-69.20	632.30	-69.20
PF06582	PFAM	DUF1136	Repeat of unknown function (DUF1136)	29	41.40	10.50	0.40	10.50
PF06583	PFAM	Neogenin_C	Neogenin C-terminus	397	212.70	-35.20	212.70	-35.20
PF06584	PFAM	DIRP	DIRP	110	35.60	23.60	35.60	23.60
PF06585	PFAM	JHBP	Haemolymph juvenile hormone binding protein (JHBP)	247	629.20	-128.20	629.20	-128.20
PF06586	PFAM	TraK	TraK protein	247	27.40	-44.50	27.40	-44.50
PF06587	PFAM	DUF1137	Protein of unknown function (DUF1137)	162	418.40	-93.00	418.40	-93.00
PF06588	PFAM	Muskelin_N	Muskelin N-terminus	205	120.70	-105.60	120.70	-105.60
PF06589	PFAM	CRA	Circumsporozoite-related antigen (CRA)	162	27.50	-12.40	27.50	-12.40
PF06590	PFAM	PerB	PerB protein	129	387.40	-23.10	387.40	-23.10
PF06591	PFAM	Phage_T4_Ndd	T4-like phage nuclear disruption protein (Ndd)	151	223.40	-0.20	223.40	-0.20
PF06592	PFAM	DUF1138	Protein of unknown function (DUF1138)	73	121.20	4.80	121.20	4.80
PF06593	PFAM	RBDV_coat	Raspberry bushy dwarf virus coat protein	274	499.80	-94.30	499.80	-94.30
PF06594	domain	HCBP_related	Haemolysin-type calcium binding protein related domain	53	22.80	13.90	19.70	18.10
PF06595	PFAM	BDV_P24	Borna disease virus P24 protein	201	102.50	-49.50	102.50	-49.50
PF06596	PFAM	PsbX	Photosystem II reaction centre X protein (PsbX)	39	15.40	13.10	15.40	13.10
PF06597	PFAM	Clostridium_P47	Clostridium P-47 protein	434	121.80	9.60	121.80	9.60
PF06598	PFAM	Chlorovi_GP_rpt	Chlorovirus glycoprotein repeat	35	34.10	20.10	35.80	17.60
PF06599	PFAM	DUF1139	Protein of unknown function (DUF1139)	309	37.20	-101.70	37.20	-101.70
PF06600	PFAM	DUF1140	Protein of unknown function (DUF1140)	107	63.80	15.50	63.80	15.50
PF06601	PFAM	Orthopox_F6	Orthopoxvirus F6 protein	72	173.50	7.10	173.50	7.10
PF06602	PFAM	Myotub-related	Myotubularin-related	123	-10.60	-23.40	-10.60	-23.40
PF06603	PFAM	DUF1141	Protein of unknown function (DUF1141)	107	169.90	-43.80	169.90	-43.80
PF06604	PFAM	OMP_19	Bacterial outer membrane lipoprotein omp19	191	77.70	-32.60	77.70	-32.60
PF06605	PFAM	DUF1142	Protein of unknown function (DUF1142)	504	712.20	30.60	712.20	30.60
PF06606	PFAM	Phlebovirus_N	Phlebovirus nucleocapsid (N) protein	250	140.00	1.70	140.00	1.70
PF06607	PFAM	Prokineticin	Prokineticin	97	40.40	-10.20	40.40	-10.20
PF06608	PFAM	DUF1143	Protein of unknown function (DUF1143)	149	394.00	-33.80	394.00	-33.80
PF06609	PFAM	TRI12	Fungal trichothecene efflux pump (TRI12)	599	49.70	-38.20	49.70	-38.20
PF06610	PFAM	DUF1144	Protein of unknown function (DUF1144)	146	38.40	-56.90	38.40	-56.90
PF06611	PFAM	DUF1145	Protein of unknown function (DUF1145)	82	44.60	24.50	44.60	24.50
PF06612	PFAM	DUF1146	Protein of unknown function (DUF1146)	77	32.80	23.30	32.80	23.30
PF06613	domain	KorB_C	KorB C-terminus	60	31.90	-1.20	31.90	-1.20
PF06614	PFAM	Neuromodulin	Neuromodulin	188	105.60	-12.10	105.60	-12.10
PF06615	PFAM	DUF1147	Protein of unknown function (DUF1147)	59	171.00	11.60	171.00	11.60
PF06616	PFAM	BsuBI_PstI_RE	BsuBI/PstI restriction endonuclease C-terminus	334	47.00	-49.80	47.00	-49.80
PF06617	PFAM	M-inducer_phosp	M-phase inducer phosphatase	302	157.90	-1.20	157.90	-1.20
PF06618	PFAM	DUF1148	Protein of unknown function (DUF1148)	114	208.10	-19.80	208.10	-19.80
PF06619	PFAM	DUF1149	Protein of unknown function (DUF1149)	129	49.30	16.60	49.30	16.60
PF06620	PFAM	DUF1150	Protein of unknown function (DUF1150)	81	26.30	22.70	26.30	22.70
PF06621	PFAM	SIM_C	Single-minded protein C-terminus	337	178.50	-120.70	178.50	-120.70
PF06622	PFAM	SepQ	SepQ protein	305	857.20	-93.70	857.20	-93.70
PF06623	PFAM	MHC_I_C	MHC_I C-terminus	29	16.10	15.70	16.10	15.70
PF06624	PFAM	RAMP4	Ribosome associated membrane protein RAMP4	64	28.00	19.30	28.00	19.30
PF06625	PFAM	DUF1151	Protein of unknown function (DUF1151)	130	27.60	-15.00	27.60	-15.00
PF06626	PFAM	DUF1152	Protein of unknown function (DUF1152)	310	33.80	-19.50	33.80	-19.50
PF06627	PFAM	DUF1153	Protein of unknown function (DUF1153)	91	76.20	-2.60	76.20	-2.60
PF06628	PFAM	Catalase-rel	Catalase-related	54	49.80	4.60	49.80	4.60
PF06629	PFAM	MipA	MltA-interacting protein MipA	251	-47.10	-58.00	-47.10	-58.00
PF06630	PFAM	Exonuc_VIII	Enterobacterial exodeoxyribonuclease VIII	203	62.60	-87.80	62.60	-87.80
PF06631	PFAM	DUF1154	Protein of unknown function (DUF1154)	58	41.60	18.60	41.60	18.60
PF06632	PFAM	XRCC4	DNA double-strand break repair and V(D)J recombination protein XRCC4	334	110.20	-56.30	110.20	-56.30
PF06633	PFAM	DUF1155	Protein of unknown function (DUF1155)	42	66.00	8.30	66.00	8.30
PF06634	PFAM	DUF1156	Protein of unknown function (DUF1156)	110	25.30	23.00	25.30	23.00
PF06635	PFAM	NolV	Nodulation protein NolV	207	177.40	23.50	177.40	23.50
PF06636	PFAM	DUF1157	Protein of unknown function (DUF1157)	399	784.40	-213.40	784.40	-213.40
PF06637	PFAM	PV-1	PV-1 protein (PLVAP)	442	972.30	-95.50	972.30	-95.50
PF06638	PFAM	Strabismus	Strabismus protein	559	-137.40	-256.00	-137.40	-256.00
PF06639	PFAM	BAP	Basal layer antifungal peptide (BAP)	76	157.90	10.90	157.90	10.90
PF06640	PFAM	P_C	P protein C-terminus	244	322.00	-49.20	322.00	-49.20
PF06641	PFAM	Paramyxovirus_V	Paramyxovirus structural protein V	406	1109.80	-195.40	1109.80	-195.40
PF06642	PFAM	TauA_C	Taurine transport system periplasmic protein TauA C-terminus	68	85.00	-12.40	85.00	-12.40
PF06643	PFAM	DUF1158	Protein of unknown function (DUF1158)	82	195.00	2.30	195.00	2.30
PF06644	PFAM	ATP11	ATP11 protein	280	72.50	-18.30	72.50	-18.30
PF06645	PFAM	SPC12	Microsomal signal peptidase 12 kDa subunit (SPC12)	81	27.60	24.10	27.60	24.10
PF06646	PFAM	Mycoplasma_p37	High affinity transport system protein p37	459	95.90	-12.30	95.90	-12.30
PF06647	PFAM	DUF1159	Protein of unknown function (DUF1159)	171	36.60	19.00	36.60	19.00
PF06648	PFAM	DUF1160	Protein of unknown function (DUF1160)	128	-2.90	-52.40	-2.90	-52.40
PF06649	PFAM	DUF1161	Protein of unknown function (DUF1161)	79	45.40	3.60	45.40	3.60
PF06650	PFAM	DUF1162	Protein of unknown function (DUF1162)	361	-61.30	-65.60	-61.30	-65.60
PF06651	PFAM	DUF1163	Protein of unknown function (DUF1163)	71	141.00	-6.10	141.00	-6.10
PF06652	PFAM	Methuselah_N	Methuselah N-terminus	209	34.90	4.20	34.90	4.20
PF06653	PFAM	DUF1164	Protein of unknown function (DUF1164)	160	80.50	23.60	80.50	23.60
PF06654	PFAM	DUF1165	Protein of unknown function (DUF1165)	132	29.00	23.30	29.00	23.30
PF06656	PFAM	Tenui_PVC2	Tenuivirus PVC2 protein	798	1550.30	-493.20	1550.30	-493.20
PF06657	PFAM	DUF1167	Protein of unknown function (DUF1167)	475	89.70	17.00	89.70	17.00
PF06658	PFAM	DUF1168	Protein of unknown function (DUF1168)	149	28.50	21.60	28.50	21.60
PF06660	PFAM	Floc_carb-bind	Flocculin carbohydrate-binding	223	107.80	23.30	107.80	23.30
PF06661	PFAM	VirE3	VirE3	317	179.70	-205.40	179.70	-205.40
PF06662	PFAM	C5-epim_C	D-glucuronyl C5-epimerase C-terminus	205	133.20	11.90	133.20	11.90
PF06663	PFAM	DUF1170	Protein of unknown function (DUF1170)	228	70.40	-84.00	70.40	-84.00
PF06664	PFAM	DUF1171	Protein of unknown function (DUF1171)	270	95.10	23.10	95.10	23.10
PF06665	PFAM	DUF1172	Protein of unknown function (DUF1172)	133	-4.20	-20.50	-4.20	-20.50
PF06666	PFAM	DUF1173	Protein of unknown function (DUF1173)	415	73.50	15.80	73.50	15.80
PF06667	PFAM	PspB	Phage shock protein B	75	25.10	12.30	25.10	12.30
PF06668	PFAM	ITI_HC_C	Inter-alpha-trypsin inhibitor heavy chain C-terminus	191	31.60	18.10	31.60	18.10
PF06669	PFAM	X_fast-SP_rel	Xylella fastidiosa surface protein related	70	759.60	12.40	75.30	12.40
PF06670	PFAM	Etmic-2	Microneme protein Etmic-2	379	978.80	-135.60	978.80	-135.60
PF06671	PFAM	DUF1174	Repeat of unknown function (DUF1174)	36	27.20	16.60	25.50	17.60
PF06672	PFAM	DUF1175	Protein of unknown function (DUF1175)	211	-47.50	-110.30	-47.50	-110.30
PF06673	PFAM_equivalog	L_lactis_ph-MCP	lactococcus lactis bacteriophage major capsid protein	347	1012.30	-61.30	1012.30	-61.30
PF06674	PFAM	DUF1176	Protein of unknown function (DUF1176)	366	29.90	-1.10	29.90	-1.10
PF06675	PFAM	DUF1177	Protein of unknown function (DUF1177)	312	350.40	-111.90	350.40	-111.90
PF06676	PFAM	DUF1178	Protein of unknown function (DUF1178)	162	47.50	3.60	47.50	3.60
PF06677	PFAM	Auto_anti-p27	Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27)	42	18.60	10.80	18.60	10.80
PF06678	PFAM	DUF1179	Protein of unknown function (DUF1179)	108	51.90	23.00	51.90	23.00
PF06679	PFAM	DUF1180	Protein of unknown function (DUF1180)	190	75.70	12.70	75.70	12.70
PF06680	PFAM	DUF1181	Protein of unknown function (DUF1181)	120	187.90	-16.10	187.90	-16.10
PF06681	PFAM	DUF1182	Protein of unknown function (DUF1182)	345	157.50	-52.20	157.50	-52.20
PF06682	PFAM	DUF1183	Protein of unknown function (DUF1183)	340	27.40	22.80	27.40	22.80
PF06683	PFAM	DUF1184	Protein of unknown function (DUF1184)	212	86.40	-83.30	86.40	-83.30
PF06684	PFAM	DUF1185	Protein of unknown function (DUF1185)	179	95.70	-111.20	95.70	-111.20
PF06685	PFAM	DUF1186	Protein of unknown function (DUF1186)	251	180.40	-70.00	180.40	-70.00
PF06686	PFAM	SpoIIIAC	Stage III sporulation protein AC (SpoIIIAC)	63	63.60	2.10	63.60	2.10
PF06687	PFAM	SUR7	SUR7 protein	313	33.90	22.80	33.90	22.80
PF06688	PFAM	DUF1187	Protein of unknown function (DUF1187)	61	153.70	-3.30	153.70	-3.30
PF06689	PFAM_equivalog	zf-C4_ClpX	ClpX C4-type zinc finger	41	18.10	13.80	18.10	13.80
PF06690	PFAM	DUF1188	Protein of unknown function (DUF1188)	267	338.40	-56.40	338.40	-56.40
PF06691	PFAM	DUF1189	Protein of unknown function (DUF1189)	261	105.60	4.00	105.60	4.00
PF06692	PFAM	MNSV_P7B	Melon necrotic spot virus P7B protein	61	48.30	5.70	48.30	5.70
PF06693	PFAM	DUF1190	Protein of unknown function (DUF1190)	212	404.60	0.90	404.60	0.90
PF06694	PFAM	Plant_NMP1	Plant nuclear matrix protein 1 (NMP1)	325	2.30	-86.70	2.30	-86.70
PF06695	PFAM	Sm_multidrug_ex	Putative small multi-drug export protein	135	68.80	0.60	68.80	0.60
PF06696	PFAM	Strep_SA_rep	Streptococcal surface antigen repeat	25	25.00	24.90	20.20	21.90
PF06697	PFAM	DUF1191	Protein of unknown function (DUF1191)	330	53.30	-28.70	53.30	-28.70
PF06698	PFAM	DUF1192	Protein of unknown function (DUF1192)	66	33.10	16.60	33.10	16.60
PF06699	PFAM	PIG-F	GPI biosynthesis protein family Pig-F	216	25.40	22.10	25.40	22.10
PF06701	PFAM	MIB_HERC2	Mib_herc2	69	26.40	-9.20	26.40	2.60
PF06702	PFAM	DUF1193	Protein of unknown function (DUF1193)	243	-15.90	-122.20	-15.90	-122.20
PF06703	PFAM	SPC25	Microsomal signal peptidase 25 kDa subunit (SPC25)	185	25.00	19.10	25.00	19.10
PF06704	PFAM	DspF	DspF/AvrF protein	132	156.70	-10.60	156.70	-10.60
PF06705	PFAM	SF-assemblin	SF-assemblin/beta giardin	248	-52.20	-57.40	-52.20	-57.40
PF06706	PFAM	CTV_P6	Citrus tristeza virus 6-kDa protein	51	136.70	13.50	136.70	13.50
PF06707	PFAM	DUF1194	Protein of unknown function (DUF1194)	251	25.50	18.00	25.50	18.00
PF06708	PFAM	DUF1195	Protein of unknown function (DUF1195)	159	120.30	-23.50	120.30	-23.50
PF06709	PFAM	DUF1196	Protein of unknown function (DUF1196)	51	152.10	8.10	152.10	8.10
PF06710	PFAM	DUF1197	Protein of unknown function (DUF1197)	80	30.50	-0.90	30.50	-0.90
PF06711	PFAM	DUF1198	Protein of unknown function (DUF1198)	150	69.40	-27.10	69.40	-27.10
PF06712	PFAM	DUF1199	Protein of unknown function (DUF1199)	68	86.00	11.90	86.00	11.90
PF06713	PFAM	DUF1200	Protein of unknown function (DUF1200)	114	35.40	14.10	35.40	14.10
PF06714	domain	Gp5_OB	Gp5 N-terminal OB domain	146	46.10	-53.60	46.10	-53.60
PF06715	PFAM	Gp5_C	Gp5 C-terminal repeat (3 copies)	24	25.50	24.80	15.10	24.10
PF06716	PFAM	DUF1201	Protein of unknown function (DUF1201)	54	149.90	15.30	149.90	15.30
PF06717	PFAM	DUF1202	Protein of unknown function (DUF1202)	335	139.00	-93.40	139.00	-93.40
PF06718	PFAM	DUF1203	Protein of unknown function (DUF1203)	163	36.00	24.60	36.00	24.60
PF06719	domain	AraC_N	AraC-type transcriptional regulator N-terminus	158	12.80	-66.00	12.80	-66.00
PF06720	PFAM	Phi-29_GP16_7	Bacteriophage phi-29 early protein GP16.7	130	373.90	18.40	373.90	18.40
PF06721	PFAM	DUF1204	Protein of unknown function (DUF1204)	232	129.00	-70.00	129.00	-70.00
PF06722	PFAM	DUF1205	Protein of unknown function (DUF1205)	111	-11.50	-13.70	-11.50	-13.70
PF06723	PFAM	MreB_Mbl	MreB/Mbl protein	330	27.00	0.40	27.00	0.40
PF06724	PFAM	DUF1206	Domain of Unknown Function (DUF1206)	77	32.00	4.30	25.30	20.90
PF06725	domain	3D	3D domain	71	6.40	4.20	6.40	4.20
PF06726	PFAM	BC10	Bladder cancer-related protein BC10	69	59.90	2.30	59.90	2.30
PF06727	PFAM	DUF1207	Protein of unknown function (DUF1207)	341	76.40	-19.40	76.40	-19.40
PF06728	PFAM	PIG-U	GPI transamidase subunit PIG-U	177	-30.70	-32.20	-30.70	-32.20
PF06729	PFAM	NRIF3	Nuclear receptor co-activator NRIF3	130	51.70	-39.30	51.70	-39.30
PF06730	PFAM	DUF1208	Protein of unknown function (DUF1208)	271	-21.30	-88.70	-21.30	-88.70
PF06731	PFAM	DUF1209	Protein of unknown function (DUF1209)	153	267.00	-51.10	267.00	-51.10
PF06732	PFAM	Pescadillo_N	Pescadillo N-terminus	298	-127.50	-176.20	-127.50	-176.20
PF06733	PFAM	DEAD_2	DEAD_2	210	5.70	4.90	5.70	4.90
PF06734	PFAM	UL97	UL97	186	369.50	24.10	369.50	24.10
PF06735	PFAM	DUF1210	Protein of unknown function (DUF1210)	260	128.60	-40.30	128.60	-40.30
PF06736	PFAM	DUF1211	Protein of unknown function (DUF1211)	100	35.70	20.30	35.70	20.30
PF06737	domain	Transglycosylas	Transglycosylase-like domain	80	0.90	0.80	0.90	0.80
PF06738	PFAM	DUF1212	Protein of unknown function (DUF1212)	204	31.40	2.20	31.40	15.00
PF06739	PFAM	SBBP	Beta-propeller repeat	39	244.60	239.70	19.70	49.80
PF06740	PFAM	DUF1213	Protein of unknown function (DUF1213)	31	28.50	19.60	23.20	22.50
PF06741	domain	LsmAD	LsmAD domain	77	52.70	-7.70	52.70	-7.70
PF06742	PFAM	DUF1214	Protein of unknown function (DUF1214)	130	25.20	19.20	25.20	19.20
PF06743	PFAM	FAST_1	FAST kinase leucine-rich	75	30.50	24.60	30.50	24.60
PF06744	PFAM	DUF1215	Protein of unknown function (DUF1215)	133	25.80	18.50	25.80	18.50
PF06745	domain	KaiC	KaiC	121	13.40	13.30	13.40	13.30
PF06746	PFAM	DUF1216	Protein of unknown function (DUF1216)	146	83.90	-0.20	83.90	-0.20
PF06747	domain	CHCH	CHCH domain	44	22.80	22.20	0.00	22.20
PF06748	PFAM	DUF1217	Protein of unknown function (DUF1217)	164	26.70	15.30	26.70	15.30
PF06749	PFAM	DUF1218	Protein of unknown function (DUF1218)	124	-2.50	-6.00	-2.50	-6.00
PF06750	domain	DiS_P_DiS	bacterial peptidase A24, N-terminal domain	109	27.20	22.50	27.20	22.50
PF06751	PFAM_equivalog	EutB	ethanolamine ammonia-lyase, large subunit	444	252.40	-195.40	252.40	-195.40
PF06752	PFAM	E_Pc_C	Enhancer of Polycomb C-terminus	264	477.50	20.10	477.50	20.10
PF06753	PFAM	Bradykinin	Bradykinin	19	28.30	23.30	27.80	21.90
PF06754	PFAM	PhnG	Phosphonate metabolism protein PhnG	151	158.00	-34.70	158.00	-34.70
PF06755	PFAM	DUF1219	Protein of unknown function (DUF1219)	124	11.80	-2.00	11.80	-2.00
PF06756	PFAM	S19	Chorion protein S19 C-terminal	79	156.10	-9.60	156.10	-9.60
PF06757	PFAM	Ins_allergen_rp	Insect allergen related repeat	75	20.90	15.10	20.30	18.20
PF06758	PFAM	DUF1220	Repeat of unknown function (DUF1220)	71	36.20	21.70	30.60	21.70
PF06759	PFAM	Mos_Cecropin	Mosquito specific cecropin	31	48.70	17.10	48.70	17.10
PF06760	PFAM	DUF1221	Protein of unknown function (DUF1221)	221	374.40	-129.30	374.40	-129.30
PF06761	PFAM	ImcF-related	IcmF-related	340	31.20	17.50	31.20	17.50
PF06762	PFAM	DUF1222	Protein of unknown function (DUF1222)	484	-241.00	-256.10	-241.00	-256.10
PF06763	PFAM_equivalog	Minor_tail_Z	prophage minor tail protein Z (GPZ)	199	56.70	-27.40	56.70	-27.40
PF06764	PFAM	DUF1223	Protein of unknown function (DUF1223)	263	56.20	-82.90	56.20	-82.90
PF06765	PFAM	HS6ST	Heparan sulfate 6-sulfotransferase (HS6ST)	337	72.40	14.40	72.40	14.40
PF06766	PFAM	Hydrophobin_2	Fungal hydrophobin	67	66.20	18.80	66.20	18.80
PF06767	PFAM	Sif	Sif protein	337	46.70	-80.20	46.70	-80.20
PF06768	PFAM	G6b	G6b protein	238	409.90	-60.30	409.90	-60.30
PF06769	PFAM	Plasmid_Txe	Plasmid encoded toxin Txe	80	-9.50	-11.00	-9.50	-11.00
PF06770	PFAM	Arif-1	Actin-rearrangement-inducing factor (Arif-1)	211	113.80	-71.10	113.80	-71.10
PF06771	PFAM	Desmo_N	Viral Desmoplakin N-terminus	88	90.70	-8.50	90.70	-8.50
PF06772	PFAM_equivalog	LtrA	low temperature requirement protein LtrA	392	39.50	18.20	39.50	18.20
PF06773	PFAM	Bim_N	Bim protein N-terminus	40	29.30	8.10	29.30	8.10
